layer,gamma_type,alpha,beta,gamma,agreement_type,document,task_type,annotators,Luiza_annotations,Sara_annotations,human_annotator,model,human_annotations,model_annotations,model_a,model_b,model_a_annotations,model_b_annotations,Mistral_annotations,Qwen_annotations,Gemma_annotations
narration,soft,1,2,-0.0019292831,model-human,TED_006,narration,Gemma vs Sara,,,Sara,Gemma,1.0,10.0,,,,,,,
narration,standard,1,1,-0.14094031,model-human,TED_007,narration,Mistral vs Luiza,,,Luiza,Mistral,1.0,1.0,,,,,,,
narration,soft,1,1,-0.14094031,model-human,TED_007,narration,Mistral vs Luiza,,,Luiza,Mistral,1.0,1.0,,,,,,,
narration,standard,1,2,-0.07120597,model-human,TED_007,narration,Mistral vs Luiza,,,Luiza,Mistral,1.0,1.0,,,,,,,
narration,soft,1,2,-0.07120597,model-human,TED_007,narration,Mistral vs Luiza,,,Luiza,Mistral,1.0,1.0,,,,,,,
narration,standard,1,1,-0.11498141,model-human,TED_007,narration,Mistral vs Sara,,,Sara,Mistral,0.0,1.0,,,,,,,
narration,soft,1,1,-0.11498141,model-human,TED_007,narration,Mistral vs Sara,,,Sara,Mistral,0.0,1.0,,,,,,,
narration,standard,1,2,-0.06420398,model-human,TED_007,narration,Mistral vs Sara,,,Sara,Mistral,0.0,1.0,,,,,,,
narration,soft,1,2,-0.06420398,model-human,TED_007,narration,Mistral vs Sara,,,Sara,Mistral,0.0,1.0,,,,,,,
narration,standard,1,1,0.14428872,model-human,TED_007,narration,Qwen vs Luiza,,,Luiza,Qwen,1.0,5.0,,,,,,,
narration,soft,1,1,0.13798779,model-human,TED_007,narration,Qwen vs Luiza,,,Luiza,Qwen,1.0,5.0,,,,,,,
narration,standard,1,2,0.25191355,model-human,TED_007,narration,Qwen vs Luiza,,,Luiza,Qwen,1.0,5.0,,,,,,,
narration,soft,1,2,0.24509597,model-human,TED_007,narration,Qwen vs Luiza,,,Luiza,Qwen,1.0,5.0,,,,,,,
narration,standard,1,1,-0.19079208,model-human,TED_007,narration,Qwen vs Sara,,,Sara,Qwen,0.0,5.0,,,,,,,
narration,soft,1,1,-0.19409561,model-human,TED_007,narration,Qwen vs Sara,,,Sara,Qwen,0.0,5.0,,,,,,,
narration,standard,1,2,-0.06306648,model-human,TED_007,narration,Qwen vs Sara,,,Sara,Qwen,0.0,5.0,,,,,,,
narration,soft,1,2,-0.06569433,model-human,TED_007,narration,Qwen vs Sara,,,Sara,Qwen,0.0,5.0,,,,,,,
narration,standard,1,1,0.17701167,model-human,TED_007,narration,Gemma vs Luiza,,,Luiza,Gemma,1.0,5.0,,,,,,,
narration,soft,1,1,0.17664874,model-human,TED_007,narration,Gemma vs Luiza,,,Luiza,Gemma,1.0,5.0,,,,,,,
narration,standard,1,2,0.25706154,model-human,TED_007,narration,Gemma vs Luiza,,,Luiza,Gemma,1.0,5.0,,,,,,,
narration,soft,1,2,0.25486904,model-human,TED_007,narration,Gemma vs Luiza,,,Luiza,Gemma,1.0,5.0,,,,,,,
narration,standard,1,1,-0.16925812,model-human,TED_007,narration,Gemma vs Sara,,,Sara,Gemma,0.0,5.0,,,,,,,
narration,soft,1,1,-0.17019677,model-human,TED_007,narration,Gemma vs Sara,,,Sara,Gemma,0.0,5.0,,,,,,,
narration,standard,1,2,-0.074780345,model-human,TED_007,narration,Gemma vs Sara,,,Sara,Gemma,0.0,5.0,,,,,,,
narration,soft,1,2,-0.07557213,model-human,TED_007,narration,Gemma vs Sara,,,Sara,Gemma,0.0,5.0,,,,,,,
narration,standard,1,1,-0.41412115,model-human,TED_008,narration,Mistral vs Luiza,,,Luiza,Mistral,15.0,0.0,,,,,,,
narration,soft,1,1,-0.43710363,model-human,TED_008,narration,Mistral vs Luiza,,,Luiza,Mistral,15.0,0.0,,,,,,,
narration,standard,1,2,-0.3067342,model-human,TED_008,narration,Mistral vs Luiza,,,Luiza,Mistral,15.0,0.0,,,,,,,
narration,soft,1,2,-0.330572,model-human,TED_008,narration,Mistral vs Luiza,,,Luiza,Mistral,15.0,0.0,,,,,,,
narration,standard,1,1,-0.76065016,model-human,TED_008,narration,Mistral vs Sara,,,Sara,Mistral,2.0,0.0,,,,,,,
narration,soft,1,1,-0.76178575,model-human,TED_008,narration,Mistral vs Sara,,,Sara,Mistral,2.0,0.0,,,,,,,
narration,standard,1,2,-0.6384523,model-human,TED_008,narration,Mistral vs Sara,,,Sara,Mistral,2.0,0.0,,,,,,,
narration,soft,1,2,-0.6394355,model-human,TED_008,narration,Mistral vs Sara,,,Sara,Mistral,2.0,0.0,,,,,,,
narration,standard,1,1,0.11276728,model-human,TED_008,narration,Qwen vs Luiza,,,Luiza,Qwen,15.0,5.0,,,,,,,
narration,soft,1,1,0.47757453,model-human,TED_008,narration,Qwen vs Luiza,,,Luiza,Qwen,15.0,5.0,,,,,,,
narration,standard,1,2,0.14580101,model-human,TED_008,narration,Qwen vs Luiza,,,Luiza,Qwen,15.0,5.0,,,,,,,
narration,soft,1,2,0.46293682,model-human,TED_008,narration,Qwen vs Luiza,,,Luiza,Qwen,15.0,5.0,,,,,,,
narration,standard,1,1,-0.03871751,model-human,TED_008,narration,Qwen vs Sara,,,Sara,Qwen,2.0,5.0,,,,,,,
narration,soft,1,1,-0.046929717,model-human,TED_008,narration,Qwen vs Sara,,,Sara,Qwen,2.0,5.0,,,,,,,
narration,standard,1,2,-0.17462611,model-human,TED_008,narration,Qwen vs Sara,,,Sara,Qwen,2.0,5.0,,,,,,,
narration,soft,1,2,-0.18211615,model-human,TED_008,narration,Qwen vs Sara,,,Sara,Qwen,2.0,5.0,,,,,,,
narration,standard,1,1,0.17873293,model-human,TED_008,narration,Gemma vs Luiza,,,Luiza,Gemma,15.0,5.0,,,,,,,
narration,soft,1,1,0.43882507,model-human,TED_008,narration,Gemma vs Luiza,,,Luiza,Gemma,15.0,5.0,,,,,,,
narration,standard,1,2,0.259834,model-human,TED_008,narration,Gemma vs Luiza,,,Luiza,Gemma,15.0,5.0,,,,,,,
narration,soft,1,2,0.49343997,model-human,TED_008,narration,Gemma vs Luiza,,,Luiza,Gemma,15.0,5.0,,,,,,,
narration,standard,1,1,-0.20662451,model-human,TED_008,narration,Gemma vs Sara,,,Sara,Gemma,2.0,5.0,,,,,,,
narration,soft,1,1,-0.22643673,model-human,TED_008,narration,Gemma vs Sara,,,Sara,Gemma,2.0,5.0,,,,,,,
narration,standard,1,2,-0.39587116,model-human,TED_008,narration,Gemma vs Sara,,,Sara,Gemma,2.0,5.0,,,,,,,
narration,soft,1,2,-0.41669703,model-human,TED_008,narration,Gemma vs Sara,,,Sara,Gemma,2.0,5.0,,,,,,,
narration,standard,1,1,0.011977494,model-human,TED_010,narration,Mistral vs Luiza,,,Luiza,Mistral,23.0,5.0,,,,,,,
narration,soft,1,1,0.11151147,model-human,TED_010,narration,Mistral vs Luiza,,,Luiza,Mistral,23.0,5.0,,,,,,,
narration,standard,1,2,0.10947716,model-human,TED_010,narration,Mistral vs Luiza,,,Luiza,Mistral,23.0,5.0,,,,,,,
narration,soft,1,2,0.19665533,model-human,TED_010,narration,Mistral vs Luiza,,,Luiza,Mistral,23.0,5.0,,,,,,,
narration,standard,1,1,0.14290261,model-human,TED_010,narration,Mistral vs Sara,,,Sara,Mistral,9.0,5.0,,,,,,,
narration,soft,1,1,0.26021057,model-human,TED_010,narration,Mistral vs Sara,,,Sara,Mistral,9.0,5.0,,,,,,,
narration,standard,1,2,0.2631091,model-human,TED_010,narration,Mistral vs Sara,,,Sara,Mistral,9.0,5.0,,,,,,,
narration,soft,1,2,0.3591153,model-human,TED_010,narration,Mistral vs Sara,,,Sara,Mistral,9.0,5.0,,,,,,,
narration,standard,1,1,0.13172603,model-human,TED_010,narration,Qwen vs Luiza,,,Luiza,Qwen,23.0,8.0,,,,,,,
narration,soft,1,1,0.22825325,model-human,TED_010,narration,Qwen vs Luiza,,,Luiza,Qwen,23.0,8.0,,,,,,,
narration,standard,1,2,0.16239691,model-human,TED_010,narration,Qwen vs Luiza,,,Luiza,Qwen,23.0,8.0,,,,,,,
narration,soft,1,2,0.24383682,model-human,TED_010,narration,Qwen vs Luiza,,,Luiza,Qwen,23.0,8.0,,,,,,,
narration,standard,1,1,0.35578448,model-human,TED_010,narration,Qwen vs Sara,,,Sara,Qwen,9.0,8.0,,,,,,,
narration,soft,1,1,0.45158798,model-human,TED_010,narration,Qwen vs Sara,,,Sara,Qwen,9.0,8.0,,,,,,,
narration,standard,1,2,0.3020655,model-human,TED_010,narration,Qwen vs Sara,,,Sara,Qwen,9.0,8.0,,,,,,,
narration,soft,1,2,0.36570293,model-human,TED_010,narration,Qwen vs Sara,,,Sara,Qwen,9.0,8.0,,,,,,,
narration,standard,1,1,0.15591162,model-human,TED_010,narration,Gemma vs Luiza,,,Luiza,Gemma,23.0,5.0,,,,,,,
narration,soft,1,1,0.16621673,model-human,TED_010,narration,Gemma vs Luiza,,,Luiza,Gemma,23.0,5.0,,,,,,,
narration,standard,1,2,0.196904,model-human,TED_010,narration,Gemma vs Luiza,,,Luiza,Gemma,23.0,5.0,,,,,,,
narration,soft,1,2,0.20598412,model-human,TED_010,narration,Gemma vs Luiza,,,Luiza,Gemma,23.0,5.0,,,,,,,
narration,standard,1,1,0.26471138,model-human,TED_010,narration,Gemma vs Sara,,,Sara,Gemma,9.0,5.0,,,,,,,
narration,soft,1,1,0.2710421,model-human,TED_010,narration,Gemma vs Sara,,,Sara,Gemma,9.0,5.0,,,,,,,
narration,standard,1,2,0.319448,model-human,TED_010,narration,Gemma vs Sara,,,Sara,Gemma,9.0,5.0,,,,,,,
narration,soft,1,2,0.3248871,model-human,TED_010,narration,Gemma vs Sara,,,Sara,Gemma,9.0,5.0,,,,,,,
narration,standard,1,1,0.10817027,model-human,TED_011,narration,Mistral vs Luiza,,,Luiza,Mistral,14.0,5.0,,,,,,,
narration,soft,1,1,0.106046796,model-human,TED_011,narration,Mistral vs Luiza,,,Luiza,Mistral,14.0,5.0,,,,,,,
narration,standard,1,2,0.11356908,model-human,TED_011,narration,Mistral vs Luiza,,,Luiza,Mistral,14.0,5.0,,,,,,,
narration,soft,1,2,0.1115188,model-human,TED_011,narration,Mistral vs Luiza,,,Luiza,Mistral,14.0,5.0,,,,,,,
narration,standard,1,1,-0.12741983,model-human,TED_011,narration,Mistral vs Sara,,,Sara,Mistral,7.0,5.0,,,,,,,
narration,soft,1,1,-0.13500404,model-human,TED_011,narration,Mistral vs Sara,,,Sara,Mistral,7.0,5.0,,,,,,,
narration,standard,1,2,-0.018926859,model-human,TED_011,narration,Mistral vs Sara,,,Sara,Mistral,7.0,5.0,,,,,,,
narration,soft,1,2,-0.025143623,model-human,TED_011,narration,Mistral vs Sara,,,Sara,Mistral,7.0,5.0,,,,,,,
narration,standard,1,1,0.1654802,model-human,TED_011,narration,Qwen vs Luiza,,,Luiza,Qwen,14.0,7.0,,,,,,,
narration,soft,1,1,0.19459087,model-human,TED_011,narration,Qwen vs Luiza,,,Luiza,Qwen,14.0,7.0,,,,,,,
narration,standard,1,2,0.16307294,model-human,TED_011,narration,Qwen vs Luiza,,,Luiza,Qwen,14.0,7.0,,,,,,,
narration,soft,1,2,0.18770993,model-human,TED_011,narration,Qwen vs Luiza,,,Luiza,Qwen,14.0,7.0,,,,,,,
narration,standard,1,1,-0.035597563,model-human,TED_011,narration,Qwen vs Sara,,,Sara,Qwen,7.0,7.0,,,,,,,
narration,soft,1,1,-0.047478914,model-human,TED_011,narration,Qwen vs Sara,,,Sara,Qwen,7.0,7.0,,,,,,,
narration,standard,1,2,-0.14381444,model-human,TED_011,narration,Qwen vs Sara,,,Sara,Qwen,7.0,7.0,,,,,,,
narration,soft,1,2,-0.15465236,model-human,TED_011,narration,Qwen vs Sara,,,Sara,Qwen,7.0,7.0,,,,,,,
narration,standard,1,1,-0.023590326,model-human,TED_011,narration,Gemma vs Luiza,,,Luiza,Gemma,14.0,6.0,,,,,,,
narration,soft,1,1,-0.027872443,model-human,TED_011,narration,Gemma vs Luiza,,,Luiza,Gemma,14.0,6.0,,,,,,,
narration,standard,1,2,-0.007021308,model-human,TED_011,narration,Gemma vs Luiza,,,Luiza,Gemma,14.0,6.0,,,,,,,
narration,soft,1,2,-0.010743856,model-human,TED_011,narration,Gemma vs Luiza,,,Luiza,Gemma,14.0,6.0,,,,,,,
narration,standard,1,1,0.03544092,model-human,TED_011,narration,Gemma vs Sara,,,Sara,Gemma,7.0,6.0,,,,,,,
narration,soft,1,1,0.03115058,model-human,TED_011,narration,Gemma vs Sara,,,Sara,Gemma,7.0,6.0,,,,,,,
narration,standard,1,2,-0.091352105,model-human,TED_011,narration,Gemma vs Sara,,,Sara,Gemma,7.0,6.0,,,,,,,
narration,soft,1,2,-0.095451474,model-human,TED_011,narration,Gemma vs Sara,,,Sara,Gemma,7.0,6.0,,,,,,,
narration,standard,1,1,0.13031524,model-human,TED_012,narration,Mistral vs Luiza,,,Luiza,Mistral,20.0,8.0,,,,,,,
narration,soft,1,1,0.14592934,model-human,TED_012,narration,Mistral vs Luiza,,,Luiza,Mistral,20.0,8.0,,,,,,,
narration,standard,1,2,0.110857606,model-human,TED_012,narration,Mistral vs Luiza,,,Luiza,Mistral,20.0,8.0,,,,,,,
narration,soft,1,2,0.11916381,model-human,TED_012,narration,Mistral vs Luiza,,,Luiza,Mistral,20.0,8.0,,,,,,,
narration,standard,1,1,0.22007799,model-human,TED_012,narration,Mistral vs Sara,,,Sara,Mistral,12.0,8.0,,,,,,,
narration,soft,1,1,0.19831884,model-human,TED_012,narration,Mistral vs Sara,,,Sara,Mistral,12.0,8.0,,,,,,,
narration,standard,1,2,0.17365855,model-human,TED_012,narration,Mistral vs Sara,,,Sara,Mistral,12.0,8.0,,,,,,,
narration,soft,1,2,0.15035778,model-human,TED_012,narration,Mistral vs Sara,,,Sara,Mistral,12.0,8.0,,,,,,,
narration,standard,1,1,0.27011424,model-human,TED_012,narration,Qwen vs Luiza,,,Luiza,Qwen,20.0,11.0,,,,,,,
narration,soft,1,1,0.32322013,model-human,TED_012,narration,Qwen vs Luiza,,,Luiza,Qwen,20.0,11.0,,,,,,,
narration,standard,1,2,0.26273108,model-human,TED_012,narration,Qwen vs Luiza,,,Luiza,Qwen,20.0,11.0,,,,,,,
narration,soft,1,2,0.30168307,model-human,TED_012,narration,Qwen vs Luiza,,,Luiza,Qwen,20.0,11.0,,,,,,,
narration,standard,1,1,0.42351884,model-human,TED_012,narration,Qwen vs Sara,,,Sara,Qwen,12.0,11.0,,,,,,,
narration,soft,1,1,0.4066133,model-human,TED_012,narration,Qwen vs Sara,,,Sara,Qwen,12.0,11.0,,,,,,,
narration,standard,1,2,0.34082747,model-human,TED_012,narration,Qwen vs Sara,,,Sara,Qwen,12.0,11.0,,,,,,,
narration,soft,1,2,0.3205437,model-human,TED_012,narration,Qwen vs Sara,,,Sara,Qwen,12.0,11.0,,,,,,,
narration,standard,1,1,0.24113327,model-human,TED_012,narration,Gemma vs Luiza,,,Luiza,Gemma,20.0,14.0,,,,,,,
narration,soft,1,1,0.21244222,model-human,TED_012,narration,Gemma vs Luiza,,,Luiza,Gemma,20.0,14.0,,,,,,,
narration,standard,1,2,0.10625601,model-human,TED_012,narration,Gemma vs Luiza,,,Luiza,Gemma,20.0,14.0,,,,,,,
narration,soft,1,2,0.071581125,model-human,TED_012,narration,Gemma vs Luiza,,,Luiza,Gemma,20.0,14.0,,,,,,,
narration,standard,1,1,0.3115527,model-human,TED_012,narration,Gemma vs Sara,,,Sara,Gemma,12.0,14.0,,,,,,,
narration,soft,1,1,0.2903965,model-human,TED_012,narration,Gemma vs Sara,,,Sara,Gemma,12.0,14.0,,,,,,,
narration,standard,1,2,0.2917471,model-human,TED_012,narration,Gemma vs Sara,,,Sara,Gemma,12.0,14.0,,,,,,,
narration,soft,1,2,0.2663641,model-human,TED_012,narration,Gemma vs Sara,,,Sara,Gemma,12.0,14.0,,,,,,,
narration,standard,1,1,0.102298915,model-human,TED_015,narration,Mistral vs Luiza,,,Luiza,Mistral,18.0,12.0,,,,,,,
narration,soft,1,1,0.09581047,model-human,TED_015,narration,Mistral vs Luiza,,,Luiza,Mistral,18.0,12.0,,,,,,,
narration,standard,1,2,0.16724527,model-human,TED_015,narration,Mistral vs Luiza,,,Luiza,Mistral,18.0,12.0,,,,,,,
narration,soft,1,2,0.16130239,model-human,TED_015,narration,Mistral vs Luiza,,,Luiza,Mistral,18.0,12.0,,,,,,,
narration,standard,1,1,-0.095610976,model-human,TED_015,narration,Mistral vs Sara,,,Sara,Mistral,2.0,12.0,,,,,,,
narration,soft,1,1,-0.095798016,model-human,TED_015,narration,Mistral vs Sara,,,Sara,Mistral,2.0,12.0,,,,,,,
narration,standard,1,2,-0.050282,model-human,TED_015,narration,Mistral vs Sara,,,Sara,Mistral,2.0,12.0,,,,,,,
narration,soft,1,2,-0.0504539,model-human,TED_015,narration,Mistral vs Sara,,,Sara,Mistral,2.0,12.0,,,,,,,
narration,standard,1,1,0.14700788,model-human,TED_015,narration,Qwen vs Luiza,,,Luiza,Qwen,18.0,9.0,,,,,,,
narration,soft,1,1,0.18231332,model-human,TED_015,narration,Qwen vs Luiza,,,Luiza,Qwen,18.0,9.0,,,,,,,
narration,standard,1,2,0.16587096,model-human,TED_015,narration,Qwen vs Luiza,,,Luiza,Qwen,18.0,9.0,,,,,,,
narration,soft,1,2,0.19429201,model-human,TED_015,narration,Qwen vs Luiza,,,Luiza,Qwen,18.0,9.0,,,,,,,
narration,standard,1,1,-0.13295805,model-human,TED_015,narration,Qwen vs Sara,,,Sara,Qwen,2.0,9.0,,,,,,,
narration,soft,1,1,-0.13328075,model-human,TED_015,narration,Qwen vs Sara,,,Sara,Qwen,2.0,9.0,,,,,,,
narration,standard,1,2,-0.06659758,model-human,TED_015,narration,Qwen vs Sara,,,Sara,Qwen,2.0,9.0,,,,,,,
narration,soft,1,2,-0.06687617,model-human,TED_015,narration,Qwen vs Sara,,,Sara,Qwen,2.0,9.0,,,,,,,
narration,standard,1,1,0.36012965,model-human,TED_015,narration,Gemma vs Luiza,,,Luiza,Gemma,18.0,13.0,,,,,,,
narration,soft,1,1,0.35625052,model-human,TED_015,narration,Gemma vs Luiza,,,Luiza,Gemma,18.0,13.0,,,,,,,
narration,standard,1,2,0.3063637,model-human,TED_015,narration,Gemma vs Luiza,,,Luiza,Gemma,18.0,13.0,,,,,,,
narration,soft,1,2,0.302262,model-human,TED_015,narration,Gemma vs Luiza,,,Luiza,Gemma,18.0,13.0,,,,,,,
narration,standard,1,1,-0.06694293,model-human,TED_015,narration,Gemma vs Sara,,,Sara,Gemma,2.0,13.0,,,,,,,
narration,soft,1,1,-0.06694293,model-human,TED_015,narration,Gemma vs Sara,,,Sara,Gemma,2.0,13.0,,,,,,,
narration,standard,1,2,-0.04126501,model-human,TED_015,narration,Gemma vs Sara,,,Sara,Gemma,2.0,13.0,,,,,,,
narration,soft,1,2,-0.04126501,model-human,TED_015,narration,Gemma vs Sara,,,Sara,Gemma,2.0,13.0,,,,,,,
narration,standard,1,1,0.37671822,model-human,TED_016,narration,Mistral vs Luiza,,,Luiza,Mistral,13.0,5.0,,,,,,,
narration,soft,1,1,0.37633193,model-human,TED_016,narration,Mistral vs Luiza,,,Luiza,Mistral,13.0,5.0,,,,,,,
narration,standard,1,2,0.3936392,model-human,TED_016,narration,Mistral vs Luiza,,,Luiza,Mistral,13.0,5.0,,,,,,,
narration,soft,1,2,0.3932736,model-human,TED_016,narration,Mistral vs Luiza,,,Luiza,Mistral,13.0,5.0,,,,,,,
narration,standard,1,1,0.18967617,model-human,TED_016,narration,Mistral vs Sara,,,Sara,Mistral,7.0,5.0,,,,,,,
narration,soft,1,1,0.18426985,model-human,TED_016,narration,Mistral vs Sara,,,Sara,Mistral,7.0,5.0,,,,,,,
narration,standard,1,2,0.20031756,model-human,TED_016,narration,Mistral vs Sara,,,Sara,Mistral,7.0,5.0,,,,,,,
narration,soft,1,2,0.19505268,model-human,TED_016,narration,Mistral vs Sara,,,Sara,Mistral,7.0,5.0,,,,,,,
narration,standard,1,1,0.47288913,model-human,TED_016,narration,Qwen vs Luiza,,,Luiza,Qwen,13.0,6.0,,,,,,,
narration,soft,1,1,0.56868875,model-human,TED_016,narration,Qwen vs Luiza,,,Luiza,Qwen,13.0,6.0,,,,,,,
narration,standard,1,2,0.49041444,model-human,TED_016,narration,Qwen vs Luiza,,,Luiza,Qwen,13.0,6.0,,,,,,,
narration,soft,1,2,0.5826839,model-human,TED_016,narration,Qwen vs Luiza,,,Luiza,Qwen,13.0,6.0,,,,,,,
narration,standard,1,1,0.4077623,model-human,TED_016,narration,Qwen vs Sara,,,Sara,Qwen,7.0,6.0,,,,,,,
narration,soft,1,1,0.6114505,model-human,TED_016,narration,Qwen vs Sara,,,Sara,Qwen,7.0,6.0,,,,,,,
narration,standard,1,2,0.4262632,model-human,TED_016,narration,Qwen vs Sara,,,Sara,Qwen,7.0,6.0,,,,,,,
narration,soft,1,2,0.6237724,model-human,TED_016,narration,Qwen vs Sara,,,Sara,Qwen,7.0,6.0,,,,,,,
narration,standard,1,1,0.59746695,model-human,TED_016,narration,Gemma vs Luiza,,,Luiza,Gemma,13.0,15.0,,,,,,,
narration,soft,1,1,0.58826244,model-human,TED_016,narration,Gemma vs Luiza,,,Luiza,Gemma,13.0,15.0,,,,,,,
narration,standard,1,2,0.62281847,model-human,TED_016,narration,Gemma vs Luiza,,,Luiza,Gemma,13.0,15.0,,,,,,,
narration,soft,1,2,0.6136013,model-human,TED_016,narration,Gemma vs Luiza,,,Luiza,Gemma,13.0,15.0,,,,,,,
narration,standard,1,1,0.25681263,model-human,TED_016,narration,Gemma vs Sara,,,Sara,Gemma,7.0,15.0,,,,,,,
narration,soft,1,1,0.4355464,model-human,TED_016,narration,Gemma vs Sara,,,Sara,Gemma,7.0,15.0,,,,,,,
narration,standard,1,2,0.27894688,model-human,TED_016,narration,Gemma vs Sara,,,Sara,Gemma,7.0,15.0,,,,,,,
narration,soft,1,2,0.45276695,model-human,TED_016,narration,Gemma vs Sara,,,Sara,Gemma,7.0,15.0,,,,,,,
narration,standard,1,1,0.05353099,model-human,TED_017,narration,Mistral vs Luiza,,,Luiza,Mistral,29.0,7.0,,,,,,,
narration,soft,1,1,0.18187052,model-human,TED_017,narration,Mistral vs Luiza,,,Luiza,Mistral,29.0,7.0,,,,,,,
narration,standard,1,2,0.14936012,model-human,TED_017,narration,Mistral vs Luiza,,,Luiza,Mistral,29.0,7.0,,,,,,,
narration,soft,1,2,0.26302683,model-human,TED_017,narration,Mistral vs Luiza,,,Luiza,Mistral,29.0,7.0,,,,,,,
narration,standard,1,1,0.13681543,model-human,TED_017,narration,Mistral vs Sara,,,Sara,Mistral,21.0,7.0,,,,,,,
narration,soft,1,1,0.22889215,model-human,TED_017,narration,Mistral vs Sara,,,Sara,Mistral,21.0,7.0,,,,,,,
narration,standard,1,2,0.19635898,model-human,TED_017,narration,Mistral vs Sara,,,Sara,Mistral,21.0,7.0,,,,,,,
narration,soft,1,2,0.27504754,model-human,TED_017,narration,Mistral vs Sara,,,Sara,Mistral,21.0,7.0,,,,,,,
narration,standard,1,1,0.13631964,model-human,TED_017,narration,Qwen vs Luiza,,,Luiza,Qwen,29.0,9.0,,,,,,,
